"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"7","EG","National","1988","Cumulative AIDS cases","O","B","ALL","W0017","Reported as of 31 Dec. 88.","R","Egypt","World Health Organization",1989,"Acquired Immunodeficiency Syndrome (AIDS)","Weekly Epidemiology Record, March 3, vol. 64, no. 9, pp. 61-68.","AIDS","6","0","-1.00","N/A","","","-1"
"18","EG","National","1992","Cumulative AIDS cases","O","B","ALL","W0072","Reported as of 17 Dec. 92.","R","Egypt","World Health Organization",1993,"World Health Organization Global AIDS Statistics","AIDS, vol. 5, no. 1, pp. 125-128.","AIDS","57","0","-1.00","N/A","","","-1"
"9","EG","National","1990","Cumulative AIDS cases","O","B","ALL","W0047","Reported as of 31 Dec. 90.","R","Egypt","World Health Organization",1991,"Statistics from the who and the Centers for Disease Control","AIDS, 5(6):785-790.","AIDS","27","0","-1.00","N/A","","","-1"
"156","EG","National","1995","Cumulative AIDS cases","O","B","ALL","W0104","Reported as of 01 Aug. 95.","R","Egypt","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, December 15, document.","AIDS","120","0","-1.00","N/A","","","-1"
"82","EG","National","2001","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 31 Oct. 01.","R","Egypt","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","314","0","-1.00","N/A","","","-1"
"61","EG","National","1999","Cumulative AIDS cases","O","B","ALL","W0155","Reported as of 04 Aug. 99.","R","Egypt","World Health Organization",2000,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 12, no. 2, pp. 239-248.","AIDS","215","0","-1.00","N/A","","","-1"
"6","EG","National","1991","Cumulative AIDS cases","O","B","ALL","W0057","Reported as of 01 Dec. 91.","R","Egypt","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 1, pp. 125-128.","AIDS","30","0","-1.00","N/A","","","-1"
"62","EG","National","1994","Cumulative AIDS cases","O","B","ALL","W0088","Reported as of 7 Feb. 94.","R","Egypt","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 6, no. 4, pp. 491-494.","AIDS","91","0","-1.00","N/A","","","-1"
"38","EG","National","1998","Cumulative AIDS cases","O","B","ALL","W0144","Reported as of 30 June 98.","R","Egypt","World Health Organization",1999,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 11, no. 2, pp. 254-264.","AIDS","191","0","-1.00","N/A","","","-1"
"66","EG","National","1997","Cumulative AIDS cases","O","B","ALL","W0139","Reported as of 31 Dec. 97.","R","Egypt","World Health Organization",1998,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 10, no. 5, pp. 643-646.","AIDS","168","0","-1.00","N/A","","","-1"
"11","EG","National","1992","Cumulative AIDS cases","O","B","ALL","W0067","Reported as of 30 Apr. 92.","R","Egypt","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 3, pp. 365-368.","AIDS","50","0","-1.00","N/A","","","-1"
"27","EG","National","1988","Cumulative AIDS cases","O","B","ALL","W0013","Reported as of 30 July 88.","R","Egypt","World Health Organization",1988,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 2, no. 6, pp. 487-490.","AIDS","6","0","-1.00","N/A","","","-1"
"49","EG","National","1997","Cumulative AIDS cases","O","B","ALL","W0137","Reported as of 30 June 97.","R","Egypt","World Health Organization",1998,"UNAIDS/WHO Global AIDS Statistics","AIDS CARE, vol. 10, no. 2, pp. 249-256.","AIDS","153","0","-1.00","N/A","","","-1"
"50","EG","National","1996","Cumulative AIDS cases","O","B","ALL","W0133","Reported as of 31 Dec. 96.","R","Egypt","World Health Organization",1997,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 9, no. 5, pp. 625-632.","AIDS","148","0","-1.00","N/A","","","-1"
"57","EG","National","1996","Cumulative AIDS cases","O","B","ALL","W0130","Reported as of 17 June 96.","R","Egypt","World Health Organization",1997,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 9, no. 2, pp. 251-255.","AIDS","136","0","-1.00","N/A","","","-1"
"59","EG","National","1996","Cumulative AIDS cases","O","B","ALL","W0114","Reported as of 12 Mar. 96.","R","Egypt","World Health Organization",1996,"World Health Organization Global AIDS Statistics","AIDS, vol. 8, no. 5, pp. 619-623.","AIDS","129","0","-1.00","N/A","","","-1"
"13","EG","National","1991","Cumulative AIDS cases","O","B","ALL","W0058","Reported as of 31 Dec. 91.","R","Egypt","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 2, pp. 231-234.","AIDS","39","0","-1.00","N/A","","","-1"
"12","EG","National","1990","Cumulative AIDS cases","O","B","ALL","W0040","Reported as of 31 Mar. 90.","R","Egypt","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 9, pp. 937-941.","AIDS","21","0","-1.00","N/A","","","-1"
"62","EG","National","1995","Cumulative AIDS cases","O","B","ALL","W0101","Reported as of 23 Jan. 95.","R","Egypt","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, July 3, document.","AIDS","113","0","-1.00","N/A","","","-1"
"13","EG","National","1989","Cumulative AIDS cases","O","B","ALL","W0034","Reported as of 30 July 89.","R","Egypt","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 3, no. 12, pp. 863-864.","AIDS","8","0","-1.00","N/A","","","-1"
"17","EG","National","1987","Cumulative AIDS cases","O","B","ALL","W0002","Reported as of 6 July 87.","R","Egypt","Wellcome Foundation",1987,"AIDS and Its Management","The Wellcome Foundation Limited Berkhamsted Herts England, B.5676/09.87/5.0/R, pp. 4-5.","AIDS","1","0","-1.00","N/A","","","-1"
"58","EG","National","1994","Cumulative AIDS cases","O","B","ALL","W0100","Reported as of 20 Sept. 94.","R","Egypt","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 7, no. 2, pp. 245-248.","AIDS","110","0","-1.00","N/A","","","-1"
"1","EG","National","1986-2001","Cumulative AIDS cases","O","B","ALL","S1159","","R","Egypt","Shawky, S., C. Soliman, K. M. Kassak, et al.",2009,"HIV Surveillance and Epidemic Profile in the Middle East and North Africa","Journal of Acquired Immune Deficiency Syndromes, vol. 51, suppl. 3, pp. S83-S95.","AIDS","321","0","-1.00","N/A","","","-1"
"17","EG","National","1986-2007","Cumulative AIDS deaths","O","B","ALL","S1159","Reported as of Dec. 07.","R","Egypt","Shawky, S., C. Soliman, K. M. Kassak, et al.",2009,"HIV Surveillance and Epidemic Profile in the Middle East and North Africa","Journal of Acquired Immune Deficiency Syndromes, vol. 51, suppl. 3, pp. S83-S95.","AIDS","0","1,028","-1.00","N/A","","","-1"
"934","EG","National","1999","Cumulative AIDS cases","O","B","ALL","S0486","Reported as of 30 June 99.  Distribution by risk group, sex, & age is given in text.","R","Egypt","Shrestha, P. N.",1999,"Forthcoming WER Global Update of AIDS Cases Reported to WHO","WHO/EMRO/ASD, ASD.  9/28/A5/61/2, Sept. 21, document tables.","AIDS","215","0","-1.00","N/A","","","-1"
"7","EG","National","1986-2001","Cumulative AIDS cases - multiple","O","B","ALL","E0096","Reported as of 30 June 01.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","10","0","-1.00","N/A","","","-1"
"6","EG","National","1986-2001","Cumulative AIDS cases - mother-to-child","O","B","ALL","E0096","Reported as of 30 June 01.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","2","0","-1.00","N/A","","","-1"
"4","EG","National","1986-2001","Cumulative AIDS cases - transfusion","T","B","ALL","E0096","Reported as of 30 June 01.  Blood/ blood products.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","50","0","-1.00","N/A","","","-1"
"3","EG","National","1986-2001","Cumulative AIDS cases - homosexual","H","B","ALL","E0096","Reported as of 30 June 01.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","60","0","-1.00","N/A","","","-1"
"2","EG","National","1986-2001","Cumulative AIDS cases","O","B","ALL","E0096","Reported as of 30 June 01.  Distribution by risk group, sex, & age is provided.  Included children.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","300","0","-1.00","N/A","","","-1"
"5","EG","National","1986-2001","Cumulative AIDS cases - IVDU","I","B","ALL","E0096","Reported as of 30 June 01.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","14","0","-1.00","N/A","","","-1"
"8","EG","National","1986-2001","Cumulative AIDS cases - unknown","O","B","ALL","E0096","Reported as of 30 June 01.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","34","0","-1.00","N/A","","","-1"
"9","EG","National","1986-2001","Cumulative AIDS cases - heterosexual","O","B","ALL","E0096","Reported as of 30 June 01.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","130","0","-1.00","N/A","","","-1"
"10","EG","National","1986-2001","Cumulative AIDS cases","O","M","ALL","E0096","Reported as of 30 June 01.  Distribution by age is provided.  Included children.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","265","0","-1.00","N/A","","","-1"
"11","EG","National","1986-2001","Cumulative AIDS cases","O","F","ALL","E0096","Reported as of 30 June 01.  Distribution by age is provided.  Included children.","R","Egypt","Egypt Ministry of Health and Population, et al.",2001,"HIV/ AIDS Surveillance in Egypt: 2001","WHO, Presented at Eleventh Inter-Country Meeting of National AIDS Programme Managers, 7/23-26, Casablanca, Morocco, Presentation.","AIDS","35","0","-1.00","N/A","","","-1"
"116","EI","National","2004","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 11 July 04.","R","Ireland","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","776","0","-1.00","N/A","","","-1"
"23","EK","National","1988","Cumulative AIDS cases","O","B","ALL","W0013","Reported as of 16 May 88.","R","Equatorial Guinea","World Health Organization",1988,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 2, no. 6, pp. 487-490.","AIDS","0","0","-1.00","N/A","","","-1"
"9","EK","National","1989","Cumulative AIDS cases","O","B","ALL","W0032","Reported as of 03 Mar. 89.","R","Equatorial Guinea","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 3, no. 6, pp. 405-406.","AIDS","2","0","-1.00","N/A","","","-1"
"9","EK","National","1989","Cumulative AIDS cases","O","B","ALL","W0033","Reported as of 27 June 89.","R","Equatorial Guinea","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 3, no. 9, pp. 619-620.","AIDS","3","0","-1.00","N/A","","","-1"
"18","EK","National","1993","Cumulative AIDS cases","O","B","ALL","W0079","Reported as of 31 May 93.","R","Equatorial Guinea","World Health Organization",1993,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 7, no. 9, pp. 1287-1291.","AIDS","31","0","-1.00","N/A","","","-1"
"15","EK","National","1992","Cumulative AIDS cases","O","B","ALL","W0072","Reported as of 16 May 92.","R","Equatorial Guinea","World Health Organization",1993,"World Health Organization Global AIDS Statistics","AIDS, vol. 5, no. 1, pp. 125-128.","AIDS","13","0","-1.00","N/A","","","-1"
"8","EK","National","2001","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 22 Nov. 01.","R","Equatorial Guinea","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","875","0","-1.00","N/A","","","-1"
"10","EK","National","1991","Cumulative AIDS cases","O","B","ALL","W0054","Reported as of 06 Aug. 91.","R","Equatorial Guinea","World Health Organization",1991,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 3, no. 4, pp. 481-484.","AIDS","7","0","-1.00","N/A","","","-1"
"12","EK","National","1996","Cumulative AIDS cases","O","B","ALL","W0130","Reported as of 08 Nov. 96.","R","Equatorial Guinea","World Health Organization",1997,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 9, no. 2, pp. 251-255.","AIDS","231","0","-1.00","N/A","","","-1"
"4","EK","National","1998","Cumulative AIDS cases","O","B","ALL","W0144","Reported as of 3 Nov. 98.","R","Equatorial Guinea","World Health Organization",1999,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 11, no. 2, pp. 254-264.","AIDS","321","0","-1.00","N/A","","","-1"
"9","EK","National","1993","Cumulative AIDS cases","O","B","ALL","W0088","Reported as of 2 Dec. 93.","R","Equatorial Guinea","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 6, no. 4, pp. 491-494.","AIDS","43","0","-1.00","N/A","","","-1"
"10","EK","National","1992","Cumulative AIDS cases","O","B","ALL","W0058","Reported as of 01 Feb. 92.","R","Equatorial Guinea","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 2, pp. 231-234.","AIDS","9","0","-1.00","N/A","","","-1"
"13","EK","National","2000","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 18 Oct. 00.","R","Equatorial Guinea","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","875","0","-1.00","N/A","","","-1"
"14","EK","National","1995","Cumulative AIDS cases","O","B","ALL","W0104","Reported as of 09 Nov. 95.","R","Equatorial Guinea","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, December 15, document.","AIDS","157","0","-1.00","N/A","","","-1"
"9","EK","National","1995","Cumulative AIDS cases","O","B","ALL","W0101","Reported as of 07 June 95.","R","Equatorial Guinea","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, July 3, document.","AIDS","74","0","-1.00","N/A","","","-1"
"6","EK","National","1994","Cumulative AIDS cases","O","B","ALL","W0100","Reported as of 15 July 94.","R","Equatorial Guinea","World Health Organization",1994,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 7, no. 2, pp. 245-248.","AIDS","52","0","-1.00","N/A","","","-1"
