"type","region","district","ward","village","population","in shapefile"
"village","Tabora","Nzega","Tongi","Tumbi",2761,"n"
"ward","Tabora","Nzega","Mizibaziba","",11606,"y"
"village","Tabora","Nzega","Mizibaziba","Ibushi",3732,"n"
"village","Tabora","Nzega","Mizibaziba","Luzuko",2431,"n"
"village","Tabora","Nzega","Mizibaziba","Mizibaziba",2943,"n"
"village","Tabora","Nzega","Mizibaziba","Kipungulu",2500,"n"
"ward","Tabora","Nzega","Milambo Itobo","",12566,"y"
"village","Tabora","Nzega","Milambo Itobo","Milambo-Itobo",2946,"n"
"village","Tabora","Nzega","Milambo Itobo","Magukula",5435,"n"
"village","Tabora","Nzega","Milambo Itobo","Malole",1923,"n"
"village","Tabora","Nzega","Milambo Itobo","Kakulungu",2262,"n"
"ward","Tabora","Nzega","Magengati","",12430,"y"
"village","Tabora","Nzega","Magengati","Ilelamhina",2776,"n"
"village","Tabora","Nzega","Magengati","Kaloleni",3279,"n"
"village","Tabora","Nzega","Magengati","Magengati",1506,"n"
"village","Tabora","Nzega","Magengati","Inagana",2802,"n"
"village","Tabora","Nzega","Magengati","Usagali",2067,"n"
"ward","Tabora","Nzega","Ndala","",17567,"y"
"village","Tabora","Nzega","Ndala","Mabisilo",3096,"n"
"village","Tabora","Nzega","Ndala","Wita",2470,"n"
"village","Tabora","Nzega","Ndala","Uhemeli",9023,"n"
"village","Tabora","Nzega","Ndala","Kampala",2978,"n"
"ward","Tabora","Nzega","Nzega Mjini","",34744,"y"
"village","Tabora","Nzega","Nzega Mjini","Mwaisela''A''",522,"n"
"village","Tabora","Nzega","Nzega Mjini","Mwaisela''B''",339,"n"
"village","Tabora","Nzega","Nzega Mjini","Singida Road",721,"n"
"village","Tabora","Nzega","Nzega Mjini","Ndambile",578,"n"
"village","Tabora","Nzega","Nzega Mjini","Swahili Mashariki",387,"n"
"village","Tabora","Nzega","Nzega Mjini","Nyasa Kati",505,"n"
"village","Tabora","Nzega","Nzega Mjini","Nyasa Kati Mashariki",1026,"n"
"village","Tabora","Nzega","Nzega Mjini","Nyasa Kati Magharibi",1105,"n"
"village","Tabora","Nzega","Nzega Mjini","Kachoma",1016,"n"
"village","Tabora","Nzega","Nzega Mjini","Musoma Road",718,"n"
"village","Tabora","Nzega","Nzega Mjini","Humbi",812,"n"
"village","Tabora","Nzega","Nzega Mjini","Swahili Magharibi",298,"n"
"village","Tabora","Nzega","Nzega Mjini","Nzega Kati",350,"n"
"village","Tabora","Nzega","Nzega Mjini","Kipande",493,"n"
"village","Tabora","Nzega","Nzega Mjini","Ipilili  Mashariki",317,"n"
"village","Tabora","Nzega","Nzega Mjini","Ipilili  Magharibi",1239,"n"
"village","Tabora","Nzega","Nzega Mjini","Tabora Road",979,"n"
"village","Tabora","Nzega","Nzega Mjini","Mbugani",2882,"n"
"village","Tabora","Nzega","Nzega Mjini","Majengo",1423,"n"
"village","Tabora","Nzega","Nzega Mjini","NHC",661,"n"
"village","Tabora","Nzega","Nzega Mjini","Imeli",1865,"n"
"village","Tabora","Nzega","Nzega Mjini","Ushirika",2978,"n"
"village","Tabora","Nzega","Nzega Mjini","Inyanga",749,"n"
"village","Tabora","Nzega","Nzega Mjini","Ushirika",1304,"n"
"village","Tabora","Nzega","Nzega Mjini","Ujenzi",386,"n"
"village","Tabora","Nzega","Nzega Mjini","Kitonge EDC",2069,"n"
"village","Tabora","Nzega","Nzega Mjini","Nyasa Mapya",3945,"n"
"village","Tabora","Nzega","Nzega Mjini","Nyasa Juu",1826,"n"
"village","Tabora","Nzega","Nzega Mjini","Uwanja Wa Ndege",3251,"n"
"ward","Tabora","Nzega","Lusu","",18957,"y"
"village","Tabora","Nzega","Lusu","Isanga",1372,"n"
"village","Tabora","Nzega","Lusu","Mwaluzwilo",3949,"n"
"village","Tabora","Nzega","Lusu","Ifumba",3731,"n"
"village","Tabora","Nzega","Lusu","Mwakabasa",1089,"n"
"village","Tabora","Nzega","Lusu","Mwasala",6844,"n"
"village","Tabora","Nzega","Lusu","Bujulu",1972,"n"
"ward","Tabora","Nzega","Nata","",14428,"y"
"village","Tabora","Nzega","Nata","Kanolo",1820,"n"
"village","Tabora","Nzega","Nata","Kabale",2503,"n"
"village","Tabora","Nzega","Nata","Nata",6800,"n"
"village","Tabora","Nzega","Nata","Kilabili",1365,"n"
"village","Tabora","Nzega","Nata","Mwabangu",1940,"n"
"ward","Tabora","Nzega","Isanzu","",12508,"y"
"village","Tabora","Nzega","Isanzu","Shilla",2024,"n"
"village","Tabora","Nzega","Isanzu","Isanzu",2913,"n"
"village","Tabora","Nzega","Isanzu","Ipumbuli",2216,"n"
"village","Tabora","Nzega","Isanzu","Upambo",1681,"n"
"village","Tabora","Nzega","Isanzu","Kilino""A""",2174,"n"
"village","Tabora","Nzega","Isanzu","Mhembe",1500,"n"
"ward","Tabora","Nzega","Itobo","",9411,"y"
"village","Tabora","Nzega","Itobo","Layuki",2515,"n"
"village","Tabora","Nzega","Itobo","Itobo",3911,"n"
"village","Tabora","Nzega","Itobo","Chamwabo",2985,"n"
"ward","Tabora","Nzega","Mwangoye","",13149,"y"
"village","Tabora","Nzega","Mwangoye","Mwaguguli",1355,"n"
"village","Tabora","Nzega","Mwangoye","Mwamikola",1843,"n"
"village","Tabora","Nzega","Mwangoye","Ilagata",2969,"n"
"village","Tabora","Nzega","Mwangoye","Kaselya",1549,"n"
"village","Tabora","Nzega","Mwangoye","Chamipulu",1285,"n"
"village","Tabora","Nzega","Mwangoye","Igalula",1203,"n"
"village","Tabora","Nzega","Mwangoye","Sagida",2945,"n"
"ward","Tabora","Nzega","Sigili","",9754,"y"
"village","Tabora","Nzega","Sigili","Iboja",2218,"n"
"village","Tabora","Nzega","Sigili","Sigili",4308,"n"
"village","Tabora","Nzega","Sigili","Bulambuka",1595,"n"
"village","Tabora","Nzega","Sigili","Lyamalagwa",1633,"n"
"district","Tabora","Igunga","","",399727,"n"
"ward","Tabora","Igunga","Ngulu","",8470,"y"
"village","Tabora","Igunga","Ngulu","Mwasung'ho",2138,"n"
"village","Tabora","Igunga","Ngulu","Imalilo",4083,"n"
"village","Tabora","Igunga","Ngulu","Ngulu",2249,"n"
"ward","Tabora","Igunga","Simbo","",14803,"y"
"village","Tabora","Igunga","Simbo","Simbo",8207,"n"
"village","Tabora","Igunga","Simbo","Tambalale",4230,"n"
"village","Tabora","Igunga","Simbo","Mpogolo",2366,"n"
"ward","Tabora","Igunga","Igoweko","",27317,"n"
"village","Tabora","Igunga","Igoweko","Utuja",5736,"n"
"village","Tabora","Igunga","Igoweko","Uswaya",6019,"n"
"village","Tabora","Igunga","Igoweko","Igoweko",7909,"n"
"village","Tabora","Igunga","Igoweko","Buhekela",7653,"n"
"ward","Tabora","Igunga","Mwisi","",10872,"y"
"village","Tabora","Igunga","Mwisi","Kalemela",1781,"n"
"village","Tabora","Igunga","Mwisi","Isenegeja",4083,"n"
"village","Tabora","Igunga","Mwisi","Busomeke",2462,"n"
"village","Tabora","Igunga","Mwisi","Mizanza",2546,"n"
"ward","Tabora","Igunga","Chabutwa","",6264,"y"
"village","Tabora","Igunga","Chabutwa","Igumo",1897,"n"
"village","Tabora","Igunga","Chabutwa","Chapela",1855,"n"
"village","Tabora","Igunga","Chabutwa","Majengo",2512,"n"
"ward","Tabora","Igunga","Sungwizi","",15065,"y"
"village","Tabora","Igunga","Sungwizi","Sungwizi",3405,"n"
"village","Tabora","Igunga","Sungwizi","Nguriti",3407,"n"
"village","Tabora","Igunga","Sungwizi","Ncheli",2630,"n"
"village","Tabora","Igunga","Sungwizi","Mwamala",4288,"n"
"village","Tabora","Igunga","Sungwizi","Mwawilu",1335,"n"
"district","Tabora","Uyui","","",396623,"n"
"ward","Tabora","Uyui","Lutende","",25103,"y"
"village","Tabora","Uyui","Lutende","Lutende",6837,"n"
"village","Tabora","Uyui","Lutende","Mwakadala",8542,"n"
"village","Tabora","Uyui","Lutende","Misole",9724,"n"
"ward","Tabora","Uyui","Kizengi","",21356,"y"
"village","Tabora","Uyui","Kizengi","Kizengi",6749,"n"
"village","Tabora","Uyui","Kizengi","Malongwe",6092,"n"
"village","Tabora","Uyui","Kizengi","Mwamdaki",3548,"n"
"village","Tabora","Uyui","Kizengi","Mpumbuli",4967,"n"
"ward","Tabora","Uyui","Isikizya","",11129,"y"
"village","Tabora","Uyui","Isikizya","Ilalwansimba",3301,"n"
"village","Tabora","Uyui","Isikizya","Ibushi",1559,"n"
"village","Tabora","Uyui","Isikizya","Isikizya",3214,"n"
"village","Tabora","Uyui","Isikizya","Igoko",3055,"n"
"ward","Tabora","Uyui","Shitage","",10221,"y"
"village","Tabora","Uyui","Shitage","Mhulidede",1910,"n"
"village","Tabora","Uyui","Shitage","Shitage",3113,"n"
"village","Tabora","Uyui","Shitage","Nkutu",2009,"n"
"village","Tabora","Uyui","Shitage","Bukala",1905,"n"
"village","Tabora","Uyui","Shitage","Bukili",1284,"n"
"ward","Tabora","Uyui","Loya","",24925,"y"
"village","Tabora","Uyui","Loya","Magulati",2387,"n"
"village","Tabora","Uyui","Loya","Loya",12504,"n"
"village","Tabora","Uyui","Loya","Migongwa",4148,"n"
"village","Tabora","Uyui","Loya","Lutona",5886,"n"
"ward","Tabora","Uyui","Miswaki","",11883,"y"
"village","Tabora","Uyui","Miswaki","Miswaki",5016,"n"
"village","Tabora","Uyui","Miswaki","Kalangale",3100,"n"
"village","Tabora","Uyui","Miswaki","Mdalaigwe",1690,"n"
"village","Tabora","Uyui","Miswaki","Igudi",2077,"n"
"ward","Tabora","Uyui","Tura","",19433,"y"
"village","Tabora","Uyui","Tura","Karangasi",3972,"n"
"village","Tabora","Uyui","Tura","Munyu",1241,"n"
"village","Tabora","Uyui","Tura","Tura",8162,"n"
"village","Tabora","Uyui","Tura","Mwamlela",1939,"n"
"village","Tabora","Uyui","Tura","Nkongwa",4119,"n"
"ward","Tabora","Uyui","Nsololo","",15784,"y"
"village","Tabora","Uyui","Nsololo","Tambukareli",4925,"n"
"village","Tabora","Uyui","Nsololo","Ntarasha",3120,"n"
"village","Tabora","Uyui","Nsololo","Kimungi",4130,"n"
"village","Tabora","Uyui","Nsololo","Nsololo",3609,"n"
"ward","Tabora","Uyui","Kigwa","",22931,"y"
"village","Tabora","Uyui","Kigwa","Kigwa ""B""",8074,"n"
"village","Tabora","Uyui","Kigwa","Nzigala",5253,"n"
"village","Tabora","Uyui","Kigwa","Itundaukulu",2313,"n"
"village","Tabora","Uyui","Kigwa","Kinamagi",3194,"n"
"village","Tabora","Uyui","Kigwa","Mbuyuni",4097,"n"
"ward","Tabora","Uyui","Miyenze","",19327,"y"
"village","Tabora","Uyui","Miyenze","Miyenze",8146,"n"
"village","Tabora","Uyui","Miyenze","Songambele",4646,"n"
"village","Tabora","Uyui","Miyenze","Nyankombe",4077,"n"
"village","Tabora","Uyui","Miyenze","Idekamiso",2458,"n"
"district","Tabora","Urambo","","",192781,"n"
"ward","Tabora","Urambo","Kiloleni","",8372,"y"
"village","Tabora","Urambo","Kiloleni","Kinhwa",1791,"n"
"village","Tabora","Urambo","Kiloleni","Kiloleni",1722,"n"
"village","Tabora","Urambo","Kiloleni","Kalembela",2372,"n"
"village","Tabora","Urambo","Kiloleni","Mwinyi",2487,"n"
"ward","Tabora","Urambo","Ussoke","",8797,"y"
"village","Tabora","Urambo","Ussoke","Itegamatwi",2473,"n"
"village","Tabora","Urambo","Ussoke","Ussoke",5460,"n"
"village","Tabora","Urambo","Ussoke","Usongelani",864,"n"
"ward","Tabora","Urambo","Uyumbu","",12217,"y"
"village","Tabora","Urambo","Uyumbu","Ussoke Mlimani",2579,"n"
"village","Tabora","Urambo","Uyumbu","Izimbili",5177,"n"
"village","Tabora","Urambo","Uyumbu","Tebela",1447,"n"
"village","Tabora","Urambo","Uyumbu","Nsogolo",1692,"n"
"village","Tabora","Urambo","Uyumbu","Yelayela",1322,"n"
"ward","Tabora","Urambo","Ugalla","",8732,"y"
"village","Tabora","Urambo","Ugalla","Issongwa",4015,"n"
"village","Tabora","Urambo","Ugalla","Ugaka",1809,"n"
"village","Tabora","Urambo","Ugalla","Izengabatogilwe",2908,"n"
"ward","Tabora","Urambo","Usisya","",13901,"y"
"village","Tabora","Urambo","Usisya","Mabundulu",3151,"n"
"village","Tabora","Urambo","Usisya","Sipungu",2473,"n"
"village","Tabora","Urambo","Usisya","Usisya",3327,"n"
"village","Tabora","Urambo","Usisya","Katunguru",4950,"n"
"ward","Tabora","Urambo","Itundu","",6891,"n"
"village","Tabora","Urambo","Itundu","Kitete",1408,"n"
"village","Tabora","Urambo","Itundu","Mpigwa",2990,"n"
"village","Tabora","Urambo","Itundu","Itundu",2493,"n"
"ward","Tabora","Urambo","Kasisi","",9393,"y"
"village","Tabora","Urambo","Kasisi","Mapambano",1616,"n"
"village","Tabora","Urambo","Kasisi","Kasisi",2718,"n"
"village","Tabora","Urambo","Kasisi","Azimio",2438,"n"
"village","Tabora","Urambo","Kasisi","Wema",2621,"n"
"ward","Tabora","Urambo","Imalamakoye","",2984,"y"
"village","Tabora","Urambo","Imalamakoye","Imalamakoye",2984,"n"
"ward","Tabora","Urambo","Nsenda","",14382,"y"
"village","Tabora","Urambo","Nsenda","Nsenda",2606,"n"
"village","Tabora","Urambo","Nsenda","Mtakuja",2843,"n"
"village","Tabora","Urambo","Nsenda","Utenge",3097,"n"
"village","Tabora","Urambo","Nsenda","Kangeme",3142,"n"
"village","Tabora","Urambo","Nsenda","Itebulanda",2694,"n"
"district","Tabora","Sikonge","","",179883,"n"
"ward","Tabora","Sikonge","Kitunda","",9710,"y"
"village","Tabora","Sikonge","Kitunda","Kapumpa",2357,"n"
"village","Tabora","Sikonge","Kitunda","Mgambo",2184,"n"
"village","Tabora","Sikonge","Kitunda","Mwenge",3891,"n"
"village","Tabora","Sikonge","Kitunda","Mkola",1278,"n"
"ward","Tabora","Sikonge","Kiloli","",4689,"y"
"village","Tabora","Sikonge","Kiloli","Mwitikio",2643,"n"
"village","Tabora","Sikonge","Kiloli","Majojoro",2046,"n"
"ward","Tabora","Sikonge","Kipili","",20197,"y"
"village","Tabora","Sikonge","Kipili","Zigimlole",4382,"n"
"village","Tabora","Sikonge","Kipili","Kiyombo",5224,"n"
"village","Tabora","Sikonge","Kipili","Kilumbi",7235,"n"
"village","Tabora","Sikonge","Kipili","Matagata",3356,"n"
"ward","Tabora","Sikonge","Pangale","",6983,"y"
"village","Tabora","Sikonge","Pangale","Usesule",3194,"n"
"village","Tabora","Sikonge","Pangale","Majengo",2298,"n"
"village","Tabora","Sikonge","Pangale","Pangale",1491,"n"
"ward","Tabora","Sikonge","Ipole","",5838,"y"
"village","Tabora","Sikonge","Ipole","Udongo",1223,"n"
"village","Tabora","Sikonge","Ipole","Makazi",1809,"n"
"village","Tabora","Sikonge","Ipole","Ipole",1597,"n"
"village","Tabora","Sikonge","Ipole","Ugunda",1209,"n"
"ward","Tabora","Sikonge","Ngoywa","",5984,"y"
"village","Tabora","Sikonge","Ngoywa","Mwamulu",1092,"n"
"village","Tabora","Sikonge","Ngoywa","Utimule",1454,"n"
"village","Tabora","Sikonge","Ngoywa","Msuva",1892,"n"
"village","Tabora","Sikonge","Ngoywa","Idekamiso",1546,"n"
"ward","Tabora","Sikonge","Kisanga","",10373,"y"
"village","Tabora","Sikonge","Kisanga","Mwamayunga",2768,"n"
"village","Tabora","Sikonge","Kisanga","Utyatya",1918,"n"
"village","Tabora","Sikonge","Kisanga","Kisanga",5687,"n"
"ward","Tabora","Sikonge","Misheni","",5594,"y"
"village","Tabora","Sikonge","Misheni","Misheni",2378,"n"
"village","Tabora","Sikonge","Misheni","Usupilo",1652,"n"
"village","Tabora","Sikonge","Misheni","Usega",1564,"n"
"ward","Tabora","Sikonge","Mole","",12169,"y"
"village","Tabora","Sikonge","Mole","Ibumba",2706,"n"
"village","Tabora","Sikonge","Mole","Mole Mlimani",3409,"n"
"village","Tabora","Sikonge","Mole","Mole",2348,"n"
"village","Tabora","Sikonge","Mole","Usanganya",3706,"n"
"village","Tabora","Sikonge","Mole","Tabora Municipal Council",226999,"n"
"village","Tabora","Sikonge","Mole","Shule",874,"n"
"village","Tabora","Sikonge","Mole","Kazaroho",2765,"n"
"village","Tabora","Sikonge","Mole","Mihogoni",4168,"n"
"village","Tabora","Sikonge","Mole","Usule",267,"n"
"village","Tabora","Sikonge","Mole","Kijiweni",1702,"n"
"ward","Tabora","Sikonge","Chemchem","",19980,"n"
"village","Tabora","Sikonge","Chemchem","Sikanda",12196,"n"
"village","Tabora","Sikonge","Chemchem","Bakari",1064,"n"
"village","Tabora","Sikonge","Chemchem","Dawa",892,"n"
"village","Tabora","Sikonge","Chemchem","Sandawatu",559,"n"
"village","Tabora","Sikonge","Chemchem","Waitume",1026,"n"
"village","Tabora","Sikonge","Chemchem","Juhudi",631,"n"
"village","Tabora","Sikonge","Chemchem","Umoja",507,"n"
"village","Tabora","Sikonge","Chemchem","Kalamata",454,"n"
"village","Tabora","Sikonge","Chemchem","Mnubi",371,"n"
"village","Tabora","Sikonge","Chemchem","Baruti",317,"n"
"village","Tabora","Sikonge","Chemchem","Subira",374,"n"
"village","Tabora","Sikonge","Chemchem","Matola",183,"n"
"village","Tabora","Sikonge","Chemchem","Makungu",645,"n"
"village","Tabora","Sikonge","Chemchem","Sokoni",761,"n"
"ward","Tabora","Sikonge","Tambukareli","",6783,"n"
"village","Tabora","Sikonge","Tambukareli","Usagara",1019,"n"
"village","Tabora","Sikonge","Tambukareli","Rufita",1047,"n"
"village","Tabora","Sikonge","Tambukareli","Mabatini",1719,"n"
"village","Tabora","Sikonge","Tambukareli","Mkonkole",2381,"n"
"village","Tabora","Sikonge","Tambukareli","Mwinyimlenda",617,"n"
"ward","Tabora","Sikonge","Kiloleni","",14213,"n"
"village","Tabora","Sikonge","Kiloleni","Msikiti",785,"n"
"village","Tabora","Sikonge","Kiloleni","Zahanati",954,"n"
"village","Tabora","Sikonge","Kiloleni","Mrema",776,"n"
"village","Tabora","Sikonge","Kiloleni","Ghana",1141,"n"
"village","Tabora","Sikonge","Kiloleni","Mtakuja",1630,"n"
"village","Tabora","Sikonge","Kiloleni","Bombamzinga",2024,"n"
"village","Tabora","Sikonge","Kiloleni","Mirambo",1503,"n"
"village","Tabora","Sikonge","Kiloleni","Shule",1472,"n"
"village","Tabora","Sikonge","Kiloleni","Magubiko",809,"n"
"village","Tabora","Sikonge","Kiloleni","Makongoro",476,"n"
"village","Tabora","Sikonge","Kiloleni","Mapambano",435,"n"
"village","Tabora","Sikonge","Kiloleni","Mkombozi",758,"n"
"village","Tabora","Sikonge","Kiloleni","Masegese",688,"n"
"village","Tabora","Sikonge","Kiloleni","Bahati",762,"n"
"ward","Tabora","Sikonge","Kabila","",5778,"n"
"village","Tabora","Sikonge","Kabila","Kabila",1456,"n"
"village","Tabora","Sikonge","Kabila","Kabila",1296,"n"
"village","Tabora","Sikonge","Kabila","Umanda",1018,"n"
"village","Tabora","Sikonge","Kabila","Igosha",2008,"n"
"ward","Tabora","Sikonge","Ikomwa","",7152,"n"
"village","Tabora","Sikonge","Ikomwa","Mwibiti",3454,"n"
"village","Tabora","Sikonge","Ikomwa","Kapunze",1474,"n"
"village","Tabora","Sikonge","Ikomwa","Ikomwa",1215,"n"
"village","Tabora","Sikonge","Ikomwa","Igombe",1009,"n"
"ward","Tabora","Sikonge","Ifucha","",3219,"n"
"village","Tabora","Sikonge","Ifucha","Kazima",1254,"n"
"village","Tabora","Sikonge","Ifucha","Ifucha",1965,"n"
"ward","Tabora","Sikonge","Ntalikwa","",4583,"n"
"village","Tabora","Sikonge","Ntalikwa","Ntalikwa",2684,"n"
"village","Tabora","Sikonge","Ntalikwa","Lusangi",1899,"n"
"district","Tabora","Kaliua","","",393358,"n"
"ward","Tabora","Kaliua","Ukumbisiganga","",8837,"n"
"village","Tabora","Kaliua","Ukumbisiganga","Ukumbikakoko",526,"n"
"village","Tabora","Kaliua","Ukumbisiganga","Usinga",1337,"n"
"village","Tabora","Kaliua","Ukumbisiganga","Lumbe",3331,"n"
"village","Tabora","Kaliua","Ukumbisiganga","Ukumbisiganga",3643,"n"
"ward","Tabora","Kaliua","Zugimlole","",23241,"y"
"village","Tabora","Kaliua","Zugimlole","Kangeme",5460,"n"
"village","Tabora","Kaliua","Zugimlole","Zugimlole",4896,"n"
"village","Tabora","Kaliua","Zugimlole","Uyumbu",7184,"n"
"village","Tabora","Kaliua","Zugimlole","Usimba",3155,"n"
"village","Tabora","Kaliua","Zugimlole","Igombe",2546,"n"
"ward","Tabora","Kaliua","Ushokola","",14950,"y"
"village","Tabora","Kaliua","Ushokola","Ushokola",4697,"n"
"village","Tabora","Kaliua","Ushokola","Isanjandugu",1518,"n"
"village","Tabora","Kaliua","Ushokola","Usindi",3348,"n"
"village","Tabora","Kaliua","Ushokola","Imalaupina 'B'",4253,"n"
"village","Tabora","Kaliua","Ushokola","Pozamoyo",1134,"n"
"ward","Tabora","Kaliua","Ugunga","",13551,"y"
"village","Tabora","Kaliua","Ugunga","Tuombe Mungu",5318,"n"
"village","Tabora","Kaliua","Ugunga","Ugunga",903,"n"
